NCBIgeneSymbol,HGNCgeneId,HGNCgeneSymbol,featureType,build37RefSeq,build37Start,build37End,build38RefSeq,build38Start,build38End,name,geneSynonym,chromosome,NCBIgeneId,Oncogene,TSG
ACAN,HGNC:319,ACAN,GENE,NC_000015.9,89346666,89418584,NC_000015.10,88803435,88875353,aggrecan,"AGC1,AGCAN,CSPG1,CSPGCP,MSK16,SEDK,SSOAOD",chr15,GeneID:176,,
ACAP1,HGNC:16467,ACAP1,GENE,NC_000017.10,7239847,7254796,NC_000017.11,7336505,7354944,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 1,CENTB1,chr17,GeneID:9744,,
ACAP2,HGNC:16469,ACAP2,GENE,NC_000003.11,194995473,195163749,NC_000003.12,195274741,195443176,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 2,"CENTB2,CNT-B2",chr3,GeneID:23527,,
ACAP3,HGNC:16754,ACAP3,GENE,NC_000001.10,1227770,1243310,NC_000001.11,1292383,1307930,ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3,CENTB5,chr1,GeneID:116983,,
ACAT1,HGNC:93,ACAT1,GENE,NC_000011.9,107987431,108018330,NC_000011.10,108116704,108148822,acetyl-CoA acetyltransferase 1,"ACAT,MAT,T2,THIL",chr11,GeneID:38,,
ACAT2,HGNC:94,ACAT2,GENE,NC_000006.11,160183076,160200144,NC_000006.12,159762044,159779112,acetyl-CoA acetyltransferase 2,,chr6,GeneID:39,,
ACBD3,HGNC:15453,ACBD3,GENE,NC_000001.10,226332379,226374442,NC_000001.11,226144678,226186741,acyl-CoA binding domain containing 3,"GCP60,GOCAP1,GOLPH1,PAP7",chr1,GeneID:64746,,
ACBD4,HGNC:23337,ACBD4,GENE,NC_000017.10,43209985,43221543,NC_000017.11,45132599,45144181,acyl-CoA binding domain containing 4,HMFT0700,chr17,GeneID:79777,,
ACBD5,HGNC:23338,ACBD5,GENE,NC_000010.10,27471766,27531040,NC_000010.11,27182837,27243542,acyl-CoA binding domain containing 5,RDLKD,chr10,GeneID:91452,,
ACBD6,HGNC:23339,ACBD6,GENE,NC_000001.10,180257364,180471712,NC_000001.11,180269662,180502577,acyl-CoA binding domain containing 6,,chr1,GeneID:84320,,
ACBD7,HGNC:17715,ACBD7,GENE,NC_000010.10,15117473,15130775,NC_000010.11,15075474,15088776,acyl-CoA binding domain containing 7,bA455B2.2,chr10,GeneID:414149,,
ACCS,HGNC:23989,ACCS,GENE,NC_000011.9,44087819,44105787,NC_000011.10,44066117,44084237,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),"ACS,PHACS",chr11,GeneID:84680,,
ACCSL,HGNC:34391,ACCSL,GENE,NC_000011.9,44069530,44081527,NC_000011.10,44047980,44059977,1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like,,chr11,GeneID:390110,,
ACD,HGNC:25070,ACD,GENE,NC_000016.9,67691414,67694163,NC_000016.10,67657511,67660832,ACD shelterin complex subunit and telomerase recruitment factor,"PIP1,PTOP,TINT1,TPP1",chr16,GeneID:65057,,
ACE,HGNC:2707,ACE,GENE,NC_000017.10,61554421,61575734,NC_000017.11,63477060,63498373,angiotensin I converting enzyme,"ACE1,CD143,DCP,DCP1",chr17,GeneID:1636,,
ACE2,HGNC:13557,ACE2,GENE,NC_000023.10,15536319,15620281,NC_000023.11,15518196,15607211,angiotensin converting enzyme 2,ACEH,chrX,GeneID:59272,,
ACER1,HGNC:18356,ACER1,GENE,NC_000019.9,6306152,6333623,NC_000019.10,6306141,6360368,alkaline ceramidase 1,"ALKCDase1,ASAH3",chr19,GeneID:125981,,
ACER2,HGNC:23675,ACER2,GENE,NC_000009.11,19409006,19452503,NC_000009.12,19408926,19455173,alkaline ceramidase 2,"ALKCDase2,ASAH3L",chr9,GeneID:340485,,
ACER3,HGNC:16066,ACER3,GENE,NC_000011.9,76571961,76737841,NC_000011.10,76860887,77026797,alkaline ceramidase 3,"APHC,PHCA,PLDECO",chr11,GeneID:55331,,
ACHE,HGNC:108,ACHE,GENE,NC_000007.13,100487614,100494614,NC_000007.14,100889993,100896994,acetylcholinesterase (Cartwright blood group),"ACEE,ARACHE,N-ACHE,YT",chr7,GeneID:43,,
ACIN1,HGNC:17066,ACIN1,GENE,NC_000014.8,23527772,23564823,NC_000014.9,23058563,23095614,apoptotic chromatin condensation inducer 1,"ACINUS,ACN,fSAP152",chr14,GeneID:22985,,
ACKR1,HGNC:4035,ACKR1,GENE,NC_000001.10,159174664,159176290,NC_000001.11,159204874,159206500,atypical chemokine receptor 1 (Duffy blood group),"CCBP1,CD234,DARC,DARC/ACKR1,Dfy,FY,GPD,GpFy,WBCQ1",chr1,GeneID:2532,,
ACKR2,HGNC:1565,ACKR2,GENE,NC_000003.11,42850936,42908778,NC_000003.12,42809444,42867286,atypical chemokine receptor 2,"CCBP2,CCR10,CCR9,CMKBR9,D6,hD6",chr3,GeneID:1238,,
ACKR3,HGNC:23692,ACKR3,GENE,NC_000002.11,237478467,237490997,NC_000002.12,236537130,236582358,atypical chemokine receptor 3,"CMKOR1,CXC-R7,CXCR-7,CXCR7,GPR159,RDC-1,RDC1",chr2,GeneID:57007,,
ACKR4,HGNC:1611,ACKR4,GENE,NC_000003.11,132316113,132321488,NC_000003.12,132597269,132602644,atypical chemokine receptor 4,"CC-CKR-11,CCBP2,CCR-11,CCR10,CCR11,CCRL1,CCX CKR,CCX-CKR,CKR-11,PPR1,VSHK1",chr3,GeneID:51554,,
ACLY,HGNC:115,ACLY,GENE,NC_000017.10,40023169,40075275,NC_000017.11,41866915,41930542,ATP citrate lyase,"ACL,ATPCL,CLATP",chr17,GeneID:47,,
ACMSD,HGNC:19288,ACMSD,GENE,NC_000002.11,135596185,135659604,NC_000002.12,134838318,134902906,aminocarboxymuconate semialdehyde decarboxylase,,chr2,GeneID:130013,,
ACO1,HGNC:117,ACO1,GENE,NC_000009.11,32384640,32454767,NC_000009.12,32384642,32454769,aconitase 1,"ACONS,HEL60,IREB1,IREBP,IREBP1,IRP1",chr9,GeneID:48,,
ACO2,HGNC:118,ACO2,GENE,NC_000022.10,41865120,41924978,NC_000022.11,41468755,41528979,aconitase 2,"ACONM,HEL-S-284,ICRD,OCA8,OPA9",chr22,GeneID:50,,
ACOD1,HGNC:33904,ACOD1,GENE,NC_000013.10,77522645,77532773,NC_000013.11,76948510,76958638,aconitate decarboxylase 1,"CAD,IRG1",chr13,GeneID:730249,YES,
ACOT1,HGNC:33128,ACOT1,GENE,NC_000014.8,74003846,74010500,NC_000014.9,73493020,73543799,acyl-CoA thioesterase 1,"ACH2,CTE-1,LACH2",chr14,GeneID:641371,,
ACOT11,HGNC:18156,ACOT11,GENE,NC_000001.10,55013900,55104865,NC_000001.11,54548227,54639192,acyl-CoA thioesterase 11,"BFIT,STARD14,THEA,THEM1",chr1,GeneID:26027,,
ACOT12,HGNC:24436,ACOT12,GENE,NC_000005.9,80625814,80689953,NC_000005.10,81309044,81394174,acyl-CoA thioesterase 12,"Cach,CACH-1,STARD15,THEAL",chr5,GeneID:134526,,
ACOT13,HGNC:20999,ACOT13,GENE,NC_000006.11,24667304,24705274,NC_000006.12,24667076,24705046,acyl-CoA thioesterase 13,"HT012,PNAS-27,THEM2",chr6,GeneID:55856,,
ACOT2,HGNC:18431,ACOT2,GENE,NC_000014.8,74034323,74042362,NC_000014.9,73567619,73575658,acyl-CoA thioesterase 2,"CTE-IA,CTE1A,MTE1,PTE2,PTE2A,ZAP128",chr14,GeneID:10965,,
ACOT4,HGNC:19748,ACOT4,GENE,NC_000014.8,74058576,74062470,NC_000014.9,73591872,73595766,acyl-CoA thioesterase 4,"PTE-Ib,PTE1B,PTE2B",chr14,GeneID:122970,,
ACOT6,HGNC:33159,ACOT6,GENE,NC_000014.8,74077648,74086592,NC_000014.9,73610944,73619888,acyl-CoA thioesterase 6,"C14orf42,c14_5530",chr14,GeneID:641372,,
ACOT7,HGNC:24157,ACOT7,GENE,NC_000001.10,6324331,6453827,NC_000001.11,6264271,6393767,acyl-CoA thioesterase 7,"ACH1,ACT,BACH,CTE-II,hBACH,LACH,LACH1",chr1,GeneID:11332,,
ACOT8,HGNC:15919,ACOT8,GENE,NC_000020.10,44470359,44486031,NC_000020.11,45841720,45857405,acyl-CoA thioesterase 8,"hACTE-III,HNAACTE,hTE,NAP1,PTE-1,PTE-2,PTE1,PTE2",chr20,GeneID:10005,,
ACOT9,HGNC:17152,ACOT9,GENE,NC_000023.10,23719171,23761393,NC_000023.11,23701054,23743276,acyl-CoA thioesterase 9,"ACATE2,CGI-16,MT-ACT48,MTACT48",chrX,GeneID:23597,,
ACOX1,HGNC:119,ACOX1,GENE,NC_000017.10,73937587,73975247,NC_000017.11,75941506,75979199,acyl-CoA oxidase 1,"ACOX,MITCH,PALMCOX,SCOX",chr17,GeneID:51,,
ACOX2,HGNC:120,ACOX2,GENE,NC_000003.11,58490862,58522917,NC_000003.12,58505135,58537196,acyl-CoA oxidase 2,"BCOX,BRCACOX,BRCOX,CBAS6,THCCox",chr3,GeneID:8309,,
ACOX3,HGNC:121,ACOX3,GENE,NC_000004.11,8368008,8442450,NC_000004.12,8366262,8440723,acyl-CoA oxidase 3%2C pristanoyl,,chr4,GeneID:8310,,
ACOXL,HGNC:25621,ACOXL,GENE,NC_000002.11,111490149,111876125,NC_000002.12,110732538,111120610,acyl-CoA oxidase like,,chr2,GeneID:55289,,
ACP1,HGNC:122,ACP1,GENE,NC_000002.11,264946,278283,NC_000002.12,264946,278283,acid phosphatase 1,"HAAP,LMW-PTP,LMWPTP",chr2,GeneID:52,,
ACP2,HGNC:123,ACP2,GENE,NC_000011.9,47260852,47270365,NC_000011.10,47239301,47248814,acid phosphatase 2%2C lysosomal,LAP,chr11,GeneID:53,,
ACP3,HGNC:125,ACP3,GENE,NC_000003.11,132036250,132087146,NC_000003.12,132317402,132368765,acid phosphatase 3,"5'-NT,ACP-3,ACPP,TM-PAP",chr3,GeneID:55,,
ACP4,HGNC:14376,ACP4,GENE,NC_000019.9,51293671,51298476,NC_000019.10,50790414,50795219,acid phosphatase 4,"ACPT,AI1J",chr19,GeneID:93650,,
ACP5,HGNC:124,ACP5,GENE,NC_000019.9,11685474,11689790,NC_000019.10,11574659,11578983,acid phosphatase 5%2C tartrate resistant,"HPAP,TRACP5a,TRACP5b,TRAP,TrATPase",chr19,GeneID:54,,
ACP6,HGNC:29609,ACP6,GENE,NC_000001.10,147114028,147142646,NC_000001.11,147626181,147670524,acid phosphatase 6%2C lysophosphatidic,"ACPL1,LPAP,PACPL1",chr1,GeneID:51205,,
ACP7,HGNC:33781,ACP7,GENE,NC_000019.9,39575007,39602133,NC_000019.10,39083010,39112074,acid phosphatase 7%2C tartrate resistant (putative),"PAPL,PAPL1",chr19,GeneID:390928,,
ACR,HGNC:126,ACR,GENE,NC_000022.10,51176631,51183767,NC_000022.11,50738203,50745339,acrosin,,chr22,GeneID:49,,
ACRBP,HGNC:17195,ACRBP,GENE,NC_000012.11,6747240,6756598,NC_000012.12,6638074,6647432,acrosin binding protein,"CT23,OY-TES-1,SP32",chr12,GeneID:84519,,
ACRV1,HGNC:127,ACRV1,GENE,NC_000011.9,125541416,125550742,NC_000011.10,125671521,125680847,acrosomal vesicle protein 1,"D11S4365,SP-10,SPACA2",chr11,GeneID:56,,
ACSBG1,HGNC:29567,ACSBG1,GENE,NC_000015.9,78459809,78526907,NC_000015.10,78167467,78234625,acyl-CoA synthetase bubblegum family member 1,"BG,BG1,BGM,GR-LACS,LPD",chr15,GeneID:23205,,
ACSBG2,HGNC:24174,ACSBG2,GENE,NC_000019.9,6135643,6193102,NC_000019.10,6135632,6193102,acyl-CoA synthetase bubblegum family member 2,"BGR,BRGL,PRTD-NY3,PRTDNY3",chr19,GeneID:81616,,
ACSF2,HGNC:26101,ACSF2,GENE,NC_000017.10,48503578,48552206,NC_000017.11,50426217,50474845,acyl-CoA synthetase family member 2,"ACSMW,AVYV493",chr17,GeneID:80221,,
ACSF3,HGNC:27288,ACSF3,GENE,NC_000016.9,89160259,89222641,NC_000016.10,89093846,89160556,acyl-CoA synthetase family member 3,,chr16,GeneID:197322,,
ACSL1,HGNC:3569,ACSL1,GENE,NC_000004.11,185676748,185747122,NC_000004.12,184755594,184826593,acyl-CoA synthetase long chain family member 1,"ACS1,FACL1,FACL2,LACS,LACS1,LACS2",chr4,GeneID:2180,,
ACSL3,HGNC:3570,ACSL3,GENE,NC_000002.11,223725753,223809357,NC_000002.12,222861035,222944639,acyl-CoA synthetase long chain family member 3,"ACS3,FACL3,LACS 3,LACS3,PRO2194",chr2,GeneID:2181,,
ACSL4,HGNC:3571,ACSL4,GENE,NC_000023.10,108884563,108976486,NC_000023.11,109641334,109733325,acyl-CoA synthetase long chain family member 4,"ACS4,FACL4,LACS4,MRX63,MRX68",chrX,GeneID:2182,,
ACSL5,HGNC:16526,ACSL5,GENE,NC_000010.10,114133873,114188134,NC_000010.11,112374115,112428376,acyl-CoA synthetase long chain family member 5,"ACS2,ACS5,FACL5",chr10,GeneID:51703,,
ACSL6,HGNC:16496,ACSL6,GENE,NC_000005.9,131285665,131347761,NC_000005.10,131949972,132012068,acyl-CoA synthetase long chain family member 6,"ACS2,FACL6,LACS 6,LACS2,LACS5",chr5,GeneID:23305,,
ACSM1,HGNC:18049,ACSM1,GENE,NC_000016.9,20634556,20709002,NC_000016.10,20623234,20697680,acyl-CoA synthetase medium chain family member 1,"BUCS1,MACS1",chr16,GeneID:116285,,
ACSM2A,HGNC:32017,ACSM2A,GENE,NC_000016.9,20462842,20498991,NC_000016.10,20451503,20487669,acyl-CoA synthetase medium chain family member 2A,"A-923A4.1,ACSM2",chr16,GeneID:123876,,
ACSM2B,HGNC:30931,ACSM2B,GENE,NC_000016.9,20547547,20587689,NC_000016.10,20536225,20576376,acyl-CoA synthetase medium chain family member 2B,"ACSM2,HXMA,HYST1046",chr16,GeneID:348158,,
ACSM3,HGNC:10522,ACSM3,GENE,NC_000016.9,20775335,20808903,NC_000016.10,20742439,20797811,acyl-CoA synthetase medium chain family member 3,"SA,SAH",chr16,GeneID:6296,,
ACSM4,HGNC:32016,ACSM4,GENE,NC_000012.11,7456927,7480969,NC_000012.12,7304071,7328719,acyl-CoA synthetase medium chain family member 4,,chr12,GeneID:341392,,
ACSM5,HGNC:26060,ACSM5,GENE,NC_000016.9,20420855,20452658,NC_000016.10,20409533,20441336,acyl-CoA synthetase medium chain family member 5,,chr16,GeneID:54988,,
ACSM6,HGNC:31665,ACSM6,GENE,NC_000010.10,96953994,96988686,NC_000010.11,95194237,95228929,acyl-CoA synthetase medium chain family member 6,"bA310E22.3,C10orf129",chr10,GeneID:142827,,
ACSS1,HGNC:16091,ACSS1,GENE,NC_000020.10,24986872,25038775,NC_000020.11,25006231,25058143,acyl-CoA synthetase short chain family member 1,"ACAS2L,ACECS1,AceCS2L",chr20,GeneID:84532,,
ACSS2,HGNC:15814,ACSS2,GENE,NC_000020.10,33462791,33515762,NC_000020.11,34874941,34927962,acyl-CoA synthetase short chain family member 2,"ACAS2,ACECS,AceCS1,ACS,ACSA,dJ1161H23.1",chr20,GeneID:55902,,
ACSS3,HGNC:24723,ACSS3,GENE,NC_000012.11,81471857,81654989,NC_000012.12,81078036,81261210,acyl-CoA synthetase short chain family member 3,,chr12,GeneID:79611,,
ACTA1,HGNC:129,ACTA1,GENE,NC_000001.10,229566991,229569841,NC_000001.11,229431244,229434094,actin alpha 1%2C skeletal muscle,"ACTA,ASMA,CFTD,CFTD1,CFTDM,MPFD,NEM1,NEM2,NEM3,SHPM",chr1,GeneID:58,,
ACTA2,HGNC:130,ACTA2,GENE,NC_000010.10,90694830,90751154,NC_000010.11,88935073,88991397,actin alpha 2%2C smooth muscle,ACTSA,chr10,GeneID:59,,
ACTB,HGNC:132,ACTB,GENE,NC_000007.13,5566778,5570232,NC_000007.14,5527147,5530601,actin beta,"BRWS1,PS1TP5BP1",chr7,GeneID:60,,
ACTBL2,HGNC:17780,ACTBL2,GENE,NC_000005.9,56775844,56778638,NC_000005.10,57480017,57482811,actin beta like 2,ACT,chr5,GeneID:345651,,
ACTC1,HGNC:143,ACTC1,GENE,NC_000015.9,35082430,35087750,NC_000015.10,34790229,34795549,actin alpha cardiac muscle 1,"ACTC,ASD5,CMD1R,CMH11,LVNC4",chr15,GeneID:70,,
ACTG1,HGNC:144,ACTG1,GENE,NC_000017.10,79476996,79479825,NC_000017.11,81509970,81512799,actin gamma 1,"ACT,ACTG,DFNA20,DFNA26,HEL-176",chr17,GeneID:71,,
ACTG2,HGNC:145,ACTG2,GENE,NC_000002.11,74120134,74146992,NC_000002.12,73893007,73919865,actin gamma 2%2C smooth muscle,"ACT,ACTA3,ACTE,ACTL3,ACTSG,VSCM",chr2,GeneID:72,,
ACTL10,HGNC:16127,ACTL10,GENE,NC_000020.10,32254748,32256331,NC_000020.11,33666942,33668525,actin like 10,"C20orf134,dJ63M2.2",chr20,GeneID:170487,,
ACTL6A,HGNC:24124,ACTL6A,GENE,NC_000003.11,179280713,179306195,NC_000003.12,179562925,179588407,actin like 6A,"ACTL6,Arp4,ARPN-BETA,BAF53A,INO80K",chr3,GeneID:86,,
ACTL6B,HGNC:160,ACTL6B,GENE,NC_000007.13,100240719,100254071,NC_000007.14,100643096,100656448,actin like 6B,"ACTL6,arpNalpha,BAF53B,DEE76,EIEE76,IDDSSAD",chr7,GeneID:51412,,
ACTL7A,HGNC:161,ACTL7A,GENE,NC_000009.11,111624545,111626036,NC_000009.12,108862265,108863756,actin like 7A,,chr9,GeneID:10881,,
ACTL7B,HGNC:162,ACTL7B,GENE,NC_000009.11,111616867,111618266,NC_000009.12,108854587,108855986,actin like 7B,Tact1,chr9,GeneID:10880,,
ACTL8,HGNC:24018,ACTL8,GENE,NC_000001.10,18081827,18153558,NC_000001.11,17755332,17827063,actin like 8,CT57,chr1,GeneID:81569,,
ACTL9,HGNC:28494,ACTL9,GENE,NC_000019.9,8807749,8809145,NC_000019.10,8697399,8698795,actin like 9,HSD21,chr19,GeneID:284382,,
ACTN1,HGNC:163,ACTN1,GENE,NC_000014.8,69340844,69446019,NC_000014.9,68874122,68979302,actinin alpha 1,BDPLT15,chr14,GeneID:87,,
ACTN2,HGNC:164,ACTN2,GENE,NC_000001.10,236849798,236927931,NC_000001.11,236686498,236764631,actinin alpha 2,"CMD1AA,CMH23,MPD6,MYOCOZ",chr1,GeneID:88,,
ACTN3,HGNC:165,ACTN3,GENE,NC_000011.9,66313865,66330805,NC_000011.10,66546394,66563334,actinin alpha 3,ACTN3D,chr11,GeneID:89,,
ACTN4,HGNC:166,ACTN4,GENE,NC_000019.9,39138288,39222229,NC_000019.10,38647648,38731589,actinin alpha 4,"ACTININ-4,FSGS,FSGS1",chr19,GeneID:81,YES,
ACTR10,HGNC:17372,ACTR10,GENE,NC_000014.8,58666866,58702354,NC_000014.9,58200148,58235636,actin related protein 10,"ACTR11,Arp10,Arp11,HARP11",chr14,GeneID:55860,,
ACTR1A,HGNC:167,ACTR1A,GENE,NC_000010.10,104238985,104262469,NC_000010.11,102479228,102502712,actin related protein 1A,"ARP1,Arp1A,CTRN1",chr10,GeneID:10121,,
ACTR1B,HGNC:168,ACTR1B,GENE,NC_000002.11,98272401,98280507,NC_000002.12,97655938,97664044,actin related protein 1B,"ARP1B,CTRN2,PC3",chr2,GeneID:10120,,
ACTR2,HGNC:169,ACTR2,GENE,NC_000002.11,65454964,65498387,NC_000002.12,65227830,65271253,actin related protein 2,ARP2,chr2,GeneID:10097,,
ACTR3,HGNC:170,ACTR3,GENE,NC_000002.11,114647510,114720173,NC_000002.12,113889933,113962596,actin related protein 3,ARP3,chr2,GeneID:10096,,
ACTR3B,HGNC:17256,ACTR3B,GENE,NC_000007.13,152456836,152552463,NC_000007.14,152759751,153070979,actin related protein 3B,"ARP11,ARP3BETA",chr7,GeneID:57180,,
ACTR3C,HGNC:37282,ACTR3C,GENE,NC_000007.13,149578448,150020634,NC_000007.14,149881358,150323669,actin related protein 3C,ARP11,chr7,GeneID:653857,,
ACTR5,HGNC:14671,ACTR5,GENE,NC_000020.10,37377102,37401163,NC_000020.11,38748459,38772520,actin related protein 5,"Arp5,INO80M",chr20,GeneID:79913,,
ACTR6,HGNC:24025,ACTR6,GENE,NC_000012.11,100594592,100618202,NC_000012.12,100200814,100224424,actin related protein 6,"ARP6,CDA12,hARP6,hARPX,HSPC281,MSTP136",chr12,GeneID:64431,,
ACTR8,HGNC:14672,ACTR8,GENE,NC_000003.11,53901092,53916179,NC_000003.12,53858991,53882160,actin related protein 8,"ARP8,hArp8,INO80N",chr3,GeneID:93973,,
ACTRT1,HGNC:24027,ACTRT1,GENE,NC_000023.10,127184940,127186382,NC_000023.11,128050961,128052403,actin related protein T1,"AIP1,ARIP1,ARPT1,HSD27",chrX,GeneID:139741,,
ACTRT2,HGNC:24026,ACTRT2,GENE,NC_000001.10,2938030,2939467,NC_000001.11,3021466,3022903,actin related protein T2,"Arp-T2,ARPM2,ARPT2,HARPM2",chr1,GeneID:140625,,
ACTRT3,HGNC:24022,ACTRT3,GENE,NC_000003.11,169484708,169487349,NC_000003.12,169766920,169769561,actin related protein T3,"ARP-T3,ARPM1",chr3,GeneID:84517,,
ACVR1,HGNC:171,ACVR1,GENE,NC_000002.11,158592957,158732842,NC_000002.12,157736445,157876330,activin A receptor type 1,"ACTRI,ACVR1A,ACVRLK2,ALK2,FOP,SKR1,TSRI",chr2,GeneID:90,,
ACVR1B,HGNC:172,ACVR1B,GENE,NC_000012.11,52345482,52390862,NC_000012.12,51951695,51997078,activin A receptor type 1B,"ACTRIB,ACVRLK4,ALK4,SKR2",chr12,GeneID:91,,
ACVR1C,HGNC:18123,ACVR1C,GENE,NC_000002.11,158383278,158485376,NC_000002.12,157526766,157628864,activin A receptor type 1C,"ACVRLK7,ALK7",chr2,GeneID:130399,,
ACVR2A,HGNC:173,ACVR2A,GENE,NC_000002.11,148602085,148688391,NC_000002.12,147844516,147930822,activin A receptor type 2A,"ACTRII,ACVR2",chr2,GeneID:92,,
ACVR2B,HGNC:174,ACVR2B,GENE,NC_000003.11,38495380,38534633,NC_000003.12,38453889,38493142,activin A receptor type 2B,"ActR-IIB,ACTRIIB,HTX4",chr3,GeneID:93,,
ACVRL1,HGNC:175,ACVRL1,GENE,NC_000012.11,52301287,52317145,NC_000012.12,51906912,51923361,activin A receptor like type 1,"ACVRLK1,ALK-1,ALK1,HHT,HHT2,ORW2,SKR3,TSR-I",chr12,GeneID:94,,
ACY1,HGNC:177,ACY1,GENE,NC_000003.11,52017550,52023213,NC_000003.12,51983534,51989197,aminoacylase 1,"ACY-1,ACY1D,HEL-S-5",chr3,GeneID:95,,
ACY3,HGNC:24104,ACY3,GENE,NC_000011.9,67410025,67418201,NC_000011.10,67642550,67650829,aminoacylase 3,"ACY-3,HCBP1",chr11,GeneID:91703,,
ACYP1,HGNC:179,ACYP1,GENE,NC_000014.8,75519945,75536193,NC_000014.9,75053242,75069490,acylphosphatase 1,ACYPE,chr14,GeneID:97,,
ACYP2,HGNC:180,ACYP2,GENE,NC_000002.11,54198249,54532437,NC_000002.12,53970837,54305300,acylphosphatase 2,"ACYM,ACYP",chr2,GeneID:98,,
ADA,HGNC:186,ADA,GENE,NC_000020.10,43248162,43280340,NC_000020.11,44619521,44651699,adenosine deaminase,ADA1,chr20,GeneID:100,,
ADA2,HGNC:1839,ADA2,GENE,NC_000022.10,17659679,17702738,NC_000022.11,17178789,17221854,adenosine deaminase 2,"ADGF,CECR1,IDGFL,PAN,SNEDS,VAIHS",chr22,GeneID:51816,,
ADAD1,HGNC:30713,ADAD1,GENE,NC_000004.11,123300165,123350939,NC_000004.12,122378970,122429815,adenosine deaminase domain containing 1,Tenr,chr4,GeneID:132612,,
ADAD2,HGNC:30714,ADAD2,GENE,NC_000016.9,84224762,84230772,NC_000016.10,84191156,84197166,adenosine deaminase domain containing 2,TENRL,chr16,GeneID:161931,,
ADAL,HGNC:31853,ADAL,GENE,NC_000015.9,43622548,43646767,NC_000015.10,43330340,43354569,adenosine deaminase like,HsMAPDA,chr15,GeneID:161823,,
ADAM10,HGNC:188,ADAM10,GENE,NC_000015.9,58881007,59041906,NC_000015.10,58588808,58749707,ADAM metallopeptidase domain 10,"AD10,AD18,CD156c,CDw156,HsT18717,kuz,MADM,RAK",chr15,GeneID:102,,
ADAM11,HGNC:189,ADAM11,GENE,NC_000017.10,42836355,42859214,NC_000017.11,44758987,44781846,ADAM metallopeptidase domain 11,MDC,chr17,GeneID:4185,,
ADAM12,HGNC:190,ADAM12,GENE,NC_000010.10,127700959,128077046,NC_000010.11,126012390,126388477,ADAM metallopeptidase domain 12,"ADAM12-OT1,CAR10,MCMP,MCMPMltna,MLTN,MLTNA",chr10,GeneID:8038,,
ADAM15,HGNC:193,ADAM15,GENE,NC_000001.10,155023791,155035251,NC_000001.11,155051315,155062775,ADAM metallopeptidase domain 15,MDC15,chr1,GeneID:8751,,
ADAM17,HGNC:195,ADAM17,GENE,NC_000002.11,9628614,9695959,NC_000002.12,9488485,9555830,ADAM metallopeptidase domain 17,"ADAM18,CD156B,CSVP,NISBD,NISBD1,TACE",chr2,GeneID:6868,,
ADAM18,HGNC:196,ADAM18,GENE,NC_000008.10,39442086,39587584,NC_000008.11,39584567,39730065,ADAM metallopeptidase domain 18,"ADAM27,tMDCIII",chr8,GeneID:8749,,
ADAM19,HGNC:197,ADAM19,GENE,NC_000005.9,156904311,157002783,NC_000005.10,157477303,157575775,ADAM metallopeptidase domain 19,"FKSG34,MADDAM,MLTNB",chr5,GeneID:8728,,
ADAM2,HGNC:198,ADAM2,GENE,NC_000008.10,39601253,39695746,NC_000008.11,39743734,39838227,ADAM metallopeptidase domain 2,"CRYN1,CRYN2,CT15,FTNB,PH-30b,PH30,PH30-beta",chr8,GeneID:2515,,
ADAM20,HGNC:199,ADAM20,GENE,NC_000014.8,70989074,71001721,NC_000014.9,70520816,70564742,ADAM metallopeptidase domain 20,,chr14,GeneID:8748,,
ADAM21,HGNC:200,ADAM21,GENE,NC_000014.8,70918890,70926622,NC_000014.9,70452173,70459905,ADAM metallopeptidase domain 21,"ADAM 21,ADAM31",chr14,GeneID:8747,,
ADAM22,HGNC:201,ADAM22,GENE,NC_000007.13,87563565,87832204,NC_000007.14,87934162,88202889,ADAM metallopeptidase domain 22,"ADAM 22,DEE61,EIEE61,MDC2",chr7,GeneID:53616,,
ADAM23,HGNC:202,ADAM23,GENE,NC_000002.11,207308255,207485851,NC_000002.12,206443531,206621127,ADAM metallopeptidase domain 23,"MDC-3,MDC3",chr2,GeneID:8745,,
ADAM28,HGNC:206,ADAM28,GENE,NC_000008.10,24151581,24216527,NC_000008.11,24294039,24359014,ADAM metallopeptidase domain 28,"ADAM 28,eMDC II,eMDCII,MDC-L,MDCL",chr8,GeneID:10863,YES,
ADAM29,HGNC:207,ADAM29,GENE,NC_000004.11,175839508,175899331,NC_000004.12,174918357,174978180,ADAM metallopeptidase domain 29,"CT73,svph1",chr4,GeneID:11086,,
ADAM30,HGNC:208,ADAM30,GENE,NC_000001.10,120436155,120439138,NC_000001.11,119893532,119896515,ADAM metallopeptidase domain 30,svph4,chr1,GeneID:11085,,
ADAM32,HGNC:15479,ADAM32,GENE,NC_000008.10,38965047,39142436,NC_000008.11,39107528,39284917,ADAM metallopeptidase domain 32,,chr8,GeneID:203102,,
ADAM33,HGNC:15478,ADAM33,GENE,NC_000020.10,3648621,3662657,NC_000020.11,3667972,3682108,ADAM metallopeptidase domain 33,"C20orf153,DJ964F7.1",chr20,GeneID:80332,,
